iter	Logloss
367	0.4984644212
368	0.4983089004
369	0.4982631883
370	0.4980110601
371	0.4978774871
372	0.4976933099
373	0.497651889
374	0.4976223979
375	0.4976035446
376	0.4974787109
377	0.4972666649
378	0.4971891588
379	0.4970272003
380	0.4969229166
381	0.4967790489
382	0.4967042061
383	0.4964955166
384	0.4964120076
385	0.4963827588
386	0.4962731844
387	0.4962110084
388	0.4961002804
389	0.4960915741
390	0.495951153
391	0.4957871037
392	0.4956844106
393	0.4955867384
394	0.4954274441
395	0.4953551877
396	0.4952432917
397	0.49499997
398	0.4948775
399	0.4947625026
400	0.4945504709
401	0.4945236942
402	0.4944017321
403	0.4943264264
404	0.4942142729
405	0.4940211927
406	0.4939593072
407	0.493841747
408	0.4938241764
409	0.4938024
410	0.4937082522
411	0.4935004815
412	0.4933319741
413	0.4932692685
414	0.493141042
415	0.4931225659
416	0.4930850048
417	0.4929622666
418	0.4929070813
419	0.4927994537
420	0.4927893669
421	0.4927246104
422	0.4926227408
423	0.4925937121
424	0.4924807475
425	0.4923877428
426	0.492266788
427	0.4922288569
428	0.4921731425
429	0.492153427
430	0.4920823206
431	0.4920143356
432	0.4919167014
433	0.4918519614
434	0.4917726619
435	0.4916691821
436	0.4915375948
437	0.4914292885
438	0.491289967
439	0.4911940486
440	0.491070118
441	0.4910406338
442	0.4909064303
443	0.4906500943
444	0.4905888233
445	0.4904280249
446	0.4903325796
447	0.4902142183
448	0.4900908003
449	0.4899824391
450	0.4898916033
451	0.4898102756
452	0.4897879612
453	0.4897419104
454	0.4896280302
455	0.4895132646
456	0.4894351217
457	0.4892845181
458	0.48909565
459	0.4890319056
460	0.4890003804
461	0.4888902248
462	0.4888129138
463	0.4887663678
464	0.4887132124
465	0.4886163599
466	0.488509561
467	0.4884775621
468	0.4883461012
469	0.4882681521
470	0.4882193771
471	0.4881387726
472	0.4880560017
473	0.4879492015
474	0.487867212
475	0.4877509112
476	0.487633853
477	0.4875041683
478	0.4874448776
479	0.4873643768
480	0.4872552013
481	0.4871160652
482	0.4870548644
483	0.4870390637
484	0.4869393508
485	0.4868345354
486	0.4867569142
487	0.4866470502
488	0.4865069758
489	0.4864176079
490	0.4863754596
491	0.4863465995
492	0.4862693586
493	0.4862035219
494	0.4861941703
495	0.4861323615
496	0.4860670775
497	0.4860279568
498	0.4858921043
499	0.4856635687
500	0.4856362109
501	0.4855830618
502	0.4855499733
503	0.485490688
504	0.4854436133
505	0.485360313
506	0.4851930035
507	0.4851594304
508	0.4850273957
509	0.484962622
510	0.4848736866
511	0.4848358708
512	0.48475608
513	0.4845982431
514	0.4844954752
515	0.4843854437
516	0.4842815637
517	0.4842359151
518	0.4841807927
519	0.4841319959
520	0.4840467492
521	0.4839913073
522	0.4839178613
523	0.4838169895
524	0.4837958607
525	0.4837340497
526	0.4837218365
527	0.4836226484
528	0.483538255
529	0.4835234139
530	0.4834576535
531	0.4833166332
532	0.4832970262
533	0.4832677649
534	0.4831330463
535	0.4830462132
536	0.4829365648
537	0.482911725
538	0.4827695665
539	0.4827089517
540	0.4826578525
541	0.4825228105
542	0.4824885912
543	0.4824034526
544	0.4823236977
545	0.4822638848
546	0.4821206564
547	0.4820041423
548	0.4818956111
549	0.4818672723
550	0.4817674942
551	0.4817332796
552	0.4816368394
553	0.481565901
554	0.4814775664
555	0.4814099341
556	0.4813655775
557	0.4813498748
558	0.4812943357
559	0.4812580075
560	0.4811283457
561	0.4811205889
562	0.4810265143
563	0.4809233993
564	0.4808512254
565	0.4808089719
566	0.4807481354
567	0.4806619133
568	0.480527773
569	0.4805093965
570	0.4803534103
571	0.4802701335
572	0.4801368645
573	0.48004044
574	0.4798976583
575	0.4798897069
576	0.4798107294
577	0.4797294197
578	0.4797076707
579	0.4796939064
580	0.4796249696
581	0.4795218403
582	0.4794566484
583	0.4793614218
584	0.4793345522
585	0.4792591291
586	0.4790606019
587	0.4787011582
588	0.478576747
589	0.4785339399
590	0.4784913069
591	0.4783709453
592	0.478268622
593	0.4782620901
594	0.4781906571
595	0.4781105494
596	0.4780487572
597	0.4778863888
598	0.477745533
599	0.4776799007
600	0.4776172906
601	0.4775360761
602	0.4774915641
603	0.4773953204
604	0.4773567093
605	0.4772657344
606	0.477252897
607	0.4771789747
608	0.4771428663
609	0.4770660736
610	0.4770474127
611	0.476927225
612	0.4768885867
613	0.47679146
614	0.4766919894
615	0.476645952
616	0.4764770119
617	0.4763803285
618	0.4763155196
619	0.4761337152
620	0.4760852908
621	0.4760271338
622	0.4758961956
623	0.4758791151
624	0.4758397069
625	0.475750112
626	0.4757224363
627	0.4756917828
628	0.475603622
629	0.475482534
630	0.4753751251
631	0.4752977729
632	0.4749761672
633	0.4749466308
634	0.4749187969
635	0.4748521193
636	0.4747629553
637	0.4747443469
638	0.474617589
639	0.4745636636
640	0.4745364514
641	0.4744626987
642	0.4743121912
643	0.4741988951
644	0.4741909565
645	0.4740972866
646	0.4740057405
647	0.4739833818
648	0.4738852086
649	0.4737110046
650	0.4736132703
651	0.4735831061
652	0.4735488058
653	0.4734651399
654	0.4734507379
655	0.473385365
656	0.4733155255
657	0.47327099
658	0.4732077406
659	0.4731195692
660	0.4731059459
661	0.4730840882
662	0.4729497893
663	0.4728608974
664	0.4727959567
665	0.4727205106
666	0.472630513
667	0.472579138
668	0.4725704187
669	0.4725662942
670	0.4724877035
671	0.4724319303
672	0.4724196562
673	0.4722903377
674	0.4720061364
675	0.4719434441
676	0.4718784154
677	0.4718607187
678	0.4716956546
679	0.4715915316
680	0.4713534757
681	0.4712921985
682	0.4712422691
683	0.4711274731
684	0.4710504169
685	0.4709767065
686	0.4709170317
687	0.470814454
688	0.4707258599
689	0.4706539664
690	0.4706248312
691	0.4705130303
692	0.4704284411
693	0.470348329
694	0.4702976789
695	0.4702003203
696	0.4700339761
697	0.4699314408
698	0.4698244596
699	0.4697754957
700	0.4696693011
701	0.4696278874
702	0.4696017769
703	0.4694421013
704	0.4693269688
705	0.469266452
706	0.4692484852
707	0.4692021302
708	0.4691411429
709	0.4691365533
710	0.4691219863
711	0.4690030081
712	0.4689673678
713	0.4689158229
714	0.4688022204
715	0.468775336
716	0.4687631427
717	0.4687025869
718	0.4686417941
719	0.4685655056
720	0.4684919515
721	0.4684487477
722	0.4683849903
723	0.4683643283
724	0.4683595259
725	0.4682256509
726	0.4680900303
727	0.4680025685
728	0.4678655008
729	0.467825687
730	0.4677842701
731	0.4677404283
732	0.4676905977
733	0.4676127151
734	0.4675692086
735	0.4675234428
736	0.4674419741
737	0.4673646504
738	0.4672590662
739	0.4672284006
740	0.4671335961
741	0.4670786745
742	0.4670015912
743	0.4669537638
744	0.4669141023
745	0.4669000065
746	0.4668176562
747	0.4667301761
748	0.4666953907
749	0.4666869923
750	0.4666633474
751	0.4666607176
752	0.4666139005
753	0.4665548406
754	0.4665356849
755	0.4664744739
756	0.4664736822
757	0.4664006565
758	0.4662201386
759	0.4661591049
760	0.466095777
761	0.4660801778
762	0.4660597501
763	0.4659876079
764	0.4658783455
765	0.4658673465
766	0.4658178475
767	0.4657869339
768	0.4657747172
769	0.4657167973
770	0.4655800284
771	0.4655431936
772	0.4654922224
773	0.4654188707
774	0.4653374669
775	0.4652889657
776	0.4651809744
777	0.4650443367
778	0.4650387903
779	0.4649900045
780	0.4649806024
781	0.4649514109
782	0.4648701365
783	0.4648016225
784	0.4646834258
785	0.4645807434
786	0.4643800072
787	0.4643687605
788	0.4643663342
789	0.4642553566
790	0.4641799046
791	0.4640731239
792	0.4639275335
793	0.4638618826
794	0.4638086616
795	0.4637487078
796	0.4636336077
797	0.463523334
798	0.4634832454
799	0.4634188593
800	0.4633261087
801	0.4632632776
802	0.4632336556
803	0.4631680933
804	0.4630832777
805	0.4629715836
806	0.4628598122
807	0.4628090576
808	0.4627350358
809	0.4626271666
810	0.4625293375
811	0.4625266806
812	0.4624646455
813	0.4624306047
814	0.4623860566
815	0.4623134297
816	0.4622716221
817	0.4622029825
818	0.462123386
819	0.4620587705
820	0.4619506811
821	0.4619038267
822	0.461714118
823	0.4616619546
824	0.4615653452
825	0.4615149071
826	0.4614302341
827	0.4614176329
828	0.4613267977
829	0.4612272937
830	0.4611615967
831	0.4611366191
832	0.4610531321
833	0.4609650208
834	0.4609183967
835	0.4609171274
836	0.4608168843
837	0.4607680605
838	0.4607274487
839	0.460724918
840	0.4606784944
841	0.4605982161
842	0.460535321
843	0.4604700554
844	0.46040536
845	0.4603508603
846	0.4602691567
847	0.4602164793
848	0.460158135
849	0.4601025428
850	0.4600225817
851	0.4599194714
852	0.4598853698
853	0.459792353
854	0.4596806119
855	0.4596050776
856	0.459585929
857	0.459501739
858	0.459479235
859	0.459424792
860	0.4593465979
861	0.4592634981
862	0.459182072
863	0.4591236061
864	0.4588997363
865	0.4588279568
866	0.4588211149
867	0.4588032818
868	0.4587789487
869	0.4587524385
870	0.4587020046
871	0.4586178486
872	0.4585982887
873	0.4585542432
874	0.4585325269
875	0.4584580054
876	0.4584060459
877	0.4583196016
878	0.4582843021
879	0.458209379
880	0.4581832736
881	0.4581264905
882	0.4580326176
883	0.4579015446
884	0.4578700583
885	0.4577053821
886	0.4576547917
887	0.4576073932
888	0.4574783057
889	0.4574326318
890	0.4572937327
891	0.4572254786
892	0.4571361913
893	0.4570676883
894	0.4570265712
895	0.456942654
896	0.456880222
897	0.4568085619
898	0.4566361355
899	0.4566099104
900	0.4564882644
901	0.4564474771
902	0.4563355774
903	0.4562790197
904	0.4562235204
905	0.4561605893
906	0.4561003141
907	0.4560965631
908	0.4559838469
909	0.4558972484
910	0.4558308286
911	0.4557453386
912	0.455693232
913	0.4556491863
914	0.4556387768
915	0.4555753179
916	0.4555435449
917	0.4555078831
918	0.4554646172
919	0.4554323042
920	0.4553694385
921	0.4552780404
922	0.4552027499
923	0.4551066212
924	0.4550679377
925	0.4550561143
926	0.4549510718
927	0.4548810405
928	0.4548574812
929	0.4548156059
930	0.4546958279
931	0.4546350554
932	0.4545635152
933	0.4545178874
934	0.4544888762
935	0.4544260827
936	0.4543859133
937	0.4543395394
938	0.4542478172
939	0.4542172823
940	0.4542059193
941	0.4541864049
942	0.4541845182
943	0.4541286099
944	0.4540129484
945	0.4540118822
946	0.4539002193
947	0.4538545917
948	0.4538350814
949	0.4537279472
950	0.4536860376
951	0.4535910762
952	0.4535737422
953	0.4535638577
954	0.4535236648
955	0.4534766556
956	0.4534068063
957	0.4533958413
958	0.4533460778
959	0.4533122794
960	0.4533068059
961	0.4532096758
962	0.4531366131
963	0.4530967717
964	0.4530367171
965	0.4529541514
966	0.4529147243
967	0.4528669575
968	0.4528029144
969	0.4527952312
970	0.4526745484
971	0.4526235003
972	0.4525325559
973	0.4525319371
974	0.4524505902
975	0.4524336257
976	0.4524328607
977	0.4523768869
978	0.4522896606
979	0.4522514446
980	0.4521920592
981	0.4521532935
982	0.4520622701
983	0.4520148817
984	0.4519160111
985	0.4519128489
986	0.4518683439
987	0.4518129877
988	0.4517515747
989	0.4517354706
990	0.4517014679
991	0.4515315466
992	0.4514295299
993	0.4513448879
994	0.4512529122
995	0.4511887938
996	0.4511298421
997	0.4510684352
998	0.4510078315
999	0.450937547
1000	0.4508238772
1001	0.4507749179
1002	0.450682841
1003	0.4506472422
1004	0.4505408231
1005	0.4505197039
1006	0.4504670442
1007	0.4503884799
1008	0.4502906186
1009	0.4501807601
1010	0.450132914
1011	0.450132142
1012	0.4501039922
1013	0.4499878467
1014	0.4498781048
1015	0.4498305078
1016	0.4497621631
1017	0.4497341871
1018	0.4496556465
1019	0.4495965188
1020	0.4495369098
1021	0.4495006881
1022	0.4494585977
1023	0.4493908626
1024	0.449358039
1025	0.4493064588
1026	0.4492851541
1027	0.4491903274
1028	0.4491430673
1029	0.4489587927
1030	0.4489097961
1031	0.4488679417
1032	0.4488226892
1033	0.4487920049
1034	0.4487780707
1035	0.4487308955
1036	0.4486922243
1037	0.44860713
1038	0.4486065944
1039	0.448577717
1040	0.4485008588
1041	0.4484896843
1042	0.4484821382
1043	0.44837076
1044	0.4482929982
1045	0.4482376423
1046	0.4482343755
1047	0.4481965041
1048	0.4481055087
1049	0.4480181584
1050	0.4479082534
1051	0.4478936664
1052	0.4478526125
1053	0.4477803723
1054	0.4477031277
1055	0.4475229275
1056	0.4474023613
1057	0.4473538866
1058	0.4472666078
1059	0.4472358635
1060	0.4472003583
1061	0.4471131653
1062	0.4470467331
1063	0.4468922993
1064	0.4468458407
1065	0.4468346029
1066	0.4467848821
1067	0.4467602856
1068	0.4465979162
1069	0.4465216602
1070	0.4464356836
1071	0.4463736759
1072	0.4463045526
1073	0.4462521712
1074	0.4461661005
1075	0.4461511096
1076	0.4459632818
1077	0.4459051431
1078	0.4458803821
1079	0.4458079082
1080	0.4457982311
1081	0.4457723204
1082	0.4456931154
1083	0.4456830116
1084	0.445632332
1085	0.4456262736
1086	0.4456028124
1087	0.4455121981
1088	0.4454939976
1089	0.4454273484
1090	0.4453862341
1091	0.4452777515
1092	0.4452168053
1093	0.4451525956
1094	0.4451322128
1095	0.445067375
1096	0.4450098907
1097	0.4449327688
1098	0.44488307
1099	0.4448400103
1100	0.4447970976
1101	0.4447251358
1102	0.444696536
1103	0.4446539121
1104	0.4445671581
1105	0.4445487269
1106	0.4444967398
1107	0.4444497658
1108	0.4443679767
1109	0.4443460719
1110	0.4443365016
1111	0.4443117592
1112	0.4442481865
1113	0.4441845446
1114	0.4440803517
1115	0.4440397326
1116	0.4440059788
1117	0.4439926177
1118	0.4439323091
1119	0.4438405789
1120	0.4438183453
1121	0.4437327114
1122	0.4436605908
1123	0.4435591382
1124	0.4434901557
1125	0.443466714
1126	0.4434284937
1127	0.4433495689
1128	0.4432707501
1129	0.4432175947
1130	0.4431365235
1131	0.4431355796
1132	0.4431016473
1133	0.4430690966
1134	0.4430013035
1135	0.4429455354
1136	0.4428747664
1137	0.4428535821
1138	0.4427669144
1139	0.4427015679
1140	0.4426092041
1141	0.4425504897
1142	0.4425036142
1143	0.4424694481
1144	0.44245293
1145	0.442395974
1146	0.4423641562
1147	0.4423247883
1148	0.442310672
1149	0.4422709967
1150	0.4422278548
1151	0.4421466393
1152	0.4420977341
1153	0.4419849894
1154	0.4419726263
1155	0.4419207949
1156	0.4418643005
1157	0.4417932372
1158	0.4417825512
1159	0.4417322723
1160	0.4417140677
1161	0.4417136204
1162	0.4416286946
1163	0.4416216711
1164	0.4415619125
1165	0.4415147664
1166	0.4414527615
1167	0.4413656452
1168	0.4413174234
1169	0.4412650499
1170	0.4412154468
1171	0.4411815541
1172	0.4411587877
1173	0.4410532205
1174	0.4410383614
1175	0.4410089436
1176	0.4409307136
1177	0.4408454065
1178	0.4407522112
1179	0.44072156
1180	0.4406679129
1181	0.4406127128
1182	0.4405272518
1183	0.4405063504
1184	0.440464274
1185	0.4404473907
1186	0.4403650969
1187	0.4403104376
1188	0.4402291122
1189	0.4401691544
1190	0.4401330388
1191	0.4400969498
1192	0.4400689216
1193	0.4400656717
1194	0.4400509175
1195	0.4400206832
1196	0.4399356027
1197	0.4399038566
1198	0.4398300527
1199	0.4397497957
